REFDES,PIN_NUMBER,SYM_NAME,COMP_DEVICE_TYPE,PAD_STACK_NAME,PIN_X,PIN_Y,NET_NAME
BGA,AK2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,-8790.161,VSS
BGA,AK4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,-8790.161,DRAM_DQS1_T_A
BGA,AK8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,-8790.161,VSS
BGA,AK12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,-8790.161,ETH_RX0_N
BGA,AK16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,-8790.161,ETH_TX0_N
BGA,AK20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,-8790.161,CCM_CLKO3
BGA,AK24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,-8790.161,DAP_TDI
BGA,AK28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,-8790.161,ENET2_RD1
BGA,AK32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,-8790.161,ENET2_MDC
BGA,AK36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,-8790.161,ENET1_RD1
BGA,AK40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,-8790.161,ENET1_MDC
BGA,AK44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,-8790.161,XSPI1_DQS
BGA,AK48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,-8790.161,XSPI1_DATA3
BGA,AK50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,-8790.161,XSPI1_DATA5
BGA,AK52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,-8790.161,VSS
BGA,B2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,8183.943,LVDS1_D0_P
BGA,B4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,8183.943,LVDS0_CLK_P
BGA,B6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,8183.943,MIPI_DSICSI1_D3_P
BGA,B8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,8183.943,MIPI_DSICSI1_D2_P
BGA,B10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,8183.943,MIPI_DSICSI1_CLK_P
BGA,B12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,8183.943,MIPI_DSICSI1_D1_P
BGA,B14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,8183.943,MIPI_DSICSI1_D0_P
BGA,B16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,8183.943,USB1_RX1_P
BGA,B18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,8183.943,USB1_D_N
BGA,B20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,8183.943,USB1_RX0_N
BGA,B22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,8183.943,USB1_TXRTUNE
BGA,B24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,8183.943,USB2_D_P
BGA,B26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,8183.943,PCIE_REF_OUT_CLK_P
BGA,B28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,8183.943,PCIE1_RX0_P
BGA,B30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,8183.943,PCIE1_REF_PAD_CLK_P
BGA,B32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,8183.943,PCIE2_REF_PAD_CLK_P
BGA,B34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,8183.943,PCIE2_RX0_P
BGA,B36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,8183.943,VSS
BGA,B38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,8183.943,ADC_IN1
BGA,B40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,8183.943,ADC_IN3
BGA,B42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,8183.943,ADC_IN5
BGA,B44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,8183.943,ADC_IN6
BGA,B46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,8183.943,VSS
BGA,B48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,8183.943,RTC_XTALI
BGA,B50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,8183.943,XTALI_24M
BGA,B52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,8183.943,VSS
BGA,C1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,7577.725,LVDS1_D1_P
BGA,C3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,7577.725,LVDS1_D1_N
BGA,C5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,7577.725,VSS
BGA,C7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,7577.725,MIPI_DSICSI1_D3_N
BGA,C9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,7577.725,VSS
BGA,C11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,7577.725,MIPI_DSICSI1_CLK_N
BGA,C13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,7577.725,VSS
BGA,C15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,7577.725,MIPI_DSICSI1_D0_N
BGA,C17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,7577.725,VSS
BGA,C19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,7577.725,USB1_D_P
BGA,C21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,7577.725,VSS
BGA,C23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,7577.725,USB1_DNU
BGA,C25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,7577.725,VSS
BGA,C27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,7577.725,PCIE_REF_OUT_CLK_N
BGA,C29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,7577.725,VSS
BGA,C31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,7577.725,PCIE1_REF_PAD_CLK_N
BGA,C33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,7577.725,VSS
BGA,C35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,7577.725,PCIE2_RX0_N
BGA,C37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,7577.725,VSS
BGA,C39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,7577.725,ADC_IN2
BGA,C41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,7577.725,VSS
BGA,C43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,7577.725,PMIC_STBY_REQ
BGA,C45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,7577.725,VSS
BGA,C47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,7577.725,VSS
BGA,C49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,7577.725,VSS
BGA,C51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,7577.725,XTALO_24M
BGA,D2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,6971.507,LVDS1_CLK_P
BGA,D4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,6971.507,LVDS1_CLK_N
BGA,D6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,6971.507,LVDS0_D2_P
BGA,D8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,6971.507,LVDS0_D3_P
BGA,D10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,6971.507,VSS
BGA,D12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,6971.507,VSS
BGA,D14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,6971.507,MIPI_CSI1_D2_N
BGA,D16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,6971.507,VSS
BGA,D18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,6971.507,MIPI_CSI1_D1_N
BGA,D20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,6971.507,VSS
BGA,D22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,6971.507,USB1_TX1_N
BGA,D24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,6971.507,VSS
BGA,D26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,6971.507,USB1_TX0_P
BGA,D28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,6971.507,VSS
BGA,D30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,6971.507,PCIE1_TX0_N
BGA,D32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,6971.507,VSS
BGA,D34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,6971.507,VSS
BGA,D36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,6971.507,VSS
BGA,D38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,6971.507,TAMPER1
BGA,D40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,6971.507,VSS
BGA,D42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,6971.507,POR_B
BGA,D44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,6971.507,PMIC_ON_REQ
BGA,D46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,6971.507,VSS
BGA,D48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,6971.507,I2C1_SCL
BGA,D50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,6971.507,VSS
BGA,D52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,6971.507,I2C1_SDA
BGA,E1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,6365.289,LVDS1_D2_P
BGA,E3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,6365.289,LVDS1_D2_N
BGA,E5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,6365.289,VSS
BGA,E7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,6365.289,LVDS0_D2_N
BGA,E9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,6365.289,LVDS0_D3_N
BGA,E11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,6365.289,MIPI_CSI1_D3_P
BGA,E13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,6365.289,MIPI_CSI1_D2_P
BGA,E15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,6365.289,MIPI_CSI1_CLK_P
BGA,E17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,6365.289,MIPI_CSI1_D1_P
BGA,E19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,6365.289,MIPI_CSI1_D0_P
BGA,E21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,6365.289,USB1_TX1_P
BGA,E23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,6365.289,USB1_VBUS
BGA,E25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,6365.289,USB1_TX0_N
BGA,E27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,6365.289,USB2_VBUS
BGA,E29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,6365.289,PCIE1_TX0_P
BGA,E31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,6365.289,PCIE2_TX0_P
BGA,E33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,6365.289,PCIE_RESREF
BGA,E35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,6365.289,VSS
BGA,E37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,6365.289,CLKIN1
BGA,E39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,6365.289,CLKIN2
BGA,E41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,6365.289,VSS
BGA,E43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,6365.289,I2C2_SCL
BGA,E45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,6365.289,I2C2_SDA
BGA,E47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,6365.289,VSS
BGA,E49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,6365.289,UART1_RXD
BGA,E51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,6365.289,UART2_RXD
BGA,F2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,5759.071,LVDS1_D3_P
BGA,F4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,5759.071,LVDS1_D3_N
BGA,F6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,5759.071,LVDS0_D1_P
BGA,F8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,5759.071,LVDS0_D1_N
BGA,F10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,5759.071,VSS
BGA,F12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,5759.071,MIPI_CSI1_D3_N
BGA,F14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,5759.071,VSS
BGA,F16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,5759.071,MIPI_CSI1_CLK_N
BGA,F18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,5759.071,VSS
BGA,F20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,5759.071,MIPI_CSI1_D0_N
BGA,F22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,5759.071,VSS
BGA,F24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,5759.071,USB2_ID
BGA,F26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,5759.071,VSS
BGA,F28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,5759.071,USB2_TXRTUNE
BGA,F30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,5759.071,VSS
BGA,F32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,5759.071,PCIE2_TX0_N
BGA,F34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,5759.071,VSS
BGA,F36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,5759.071,TAMPER0
BGA,F38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,5759.071,VSS
BGA,F40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,5759.071,ONOFF
BGA,F42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,5759.071,VSS
BGA,F44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,5759.071,VSS
BGA,F46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,5759.071,PDM_CLK
BGA,F48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,5759.071,UART2_TXD
BGA,F50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,5759.071,VSS
BGA,F52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,5759.071,UART1_TXD
BGA,G1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,5152.853,VSS
BGA,G3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,5152.853,VSS
BGA,G5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,5152.853,VSS
BGA,G7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,5152.853,LVDS0_D0_P
BGA,G9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,5152.853,LVDS0_D0_N
BGA,G11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,5152.853,MIPI_REXT
BGA,G13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,5152.853,VSS
BGA,G15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,5152.853,VSS
BGA,G17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,5152.853,VSS
BGA,G19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,5152.853,VSS
BGA,G21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,5152.853,VSS
BGA,G23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,5152.853,VSS
BGA,G25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,5152.853,VSS
BGA,G27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,5152.853,VSS
BGA,G29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,5152.853,VSS
BGA,G31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,5152.853,VSS
BGA,G33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,5152.853,VSS
BGA,G35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,5152.853,VSS
BGA,G37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,5152.853,VSS
BGA,G39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,5152.853,VSS
BGA,G41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,5152.853,VSS
BGA,G43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,5152.853,VSS
BGA,G45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,5152.853,PDM_BIT_STREAM0
BGA,G47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,5152.853,VSS
BGA,G49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,5152.853,SAI1_TXFS
BGA,G51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,5152.853,SAI1_TXC
BGA,H2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,4546.635,DRAM_DQS0_T_B
BGA,H4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,4546.635,VSS
BGA,H6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,4546.635,VSS
BGA,H8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,4546.635,VSS
BGA,H10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,4546.635,VSS
BGA,H12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,4546.635,VDD_MIPI_1P8
BGA,H14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,4546.635,VDD_MIPI_1P8
BGA,H16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,4546.635,VDD_ANA_0P8
BGA,H18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,4546.635,VDD_MIPI_0P8
BGA,H20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,4546.635,VDD_USB_0P8
BGA,H22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,4546.635,VDD_USB_0P8
BGA,H24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,4546.635,VDD_USB_3P3
BGA,H26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,4546.635,VDD_USB_3P3
BGA,H28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,4546.635,VDD_USB_1P8
BGA,H30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,4546.635,VDD_USB_1P8
BGA,H32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,4546.635,VDD_PCI_1P8
BGA,H34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,4546.635,VDD_PCI_1P8
BGA,H36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,4546.635,VDD_PCI_0P8
BGA,H38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,4546.635,VDD_ANA_0P8
BGA,H40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,4546.635,NVCC_BBSM_1P8
BGA,H42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,4546.635,VDD_BBSM_0P8_CAP
BGA,H44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,4546.635,VSS
BGA,H46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,4546.635,PDM_BIT_STREAM1
BGA,H48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,4546.635,SAI1_TXD0
BGA,H50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,4546.635,VSS
BGA,H52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,4546.635,SAI1_RXD0
BGA,J1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,3940.417,DRAM_DQS0_C_B
BGA,J3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,3940.417,VSS
BGA,J5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,3940.417,VSS
BGA,J7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,3940.417,DRAM_DQ05_B
BGA,J9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,3940.417,VSS
BGA,J11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,3940.417,VSS
BGA,J13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,3940.417,VDD_LVDS_1P8
BGA,J15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,3940.417,VDD_ANA_0P8
BGA,J17,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3325,3940.417,VDD_MIPI_0P8
BGA,J19,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2625,3940.417,VDD_SOC
BGA,J21,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1925,3940.417,VDD_SOC
BGA,J23,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1225,3940.417,VDD_SOC
BGA,J25,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-525,3940.417,VDD_SOC
BGA,J27,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,175,3940.417,VDD_SOC
BGA,J29,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,875,3940.417,VDD_SOC
BGA,J31,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1575,3940.417,VDD_SOC
BGA,J33,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2275,3940.417,VDD_SOC
BGA,J35,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2975,3940.417,VDD_PCI_0P8
BGA,J37,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3675,3940.417,VDD_ANA_0P8
BGA,J39,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4375,3940.417,NVCC_BBSM_1P8
BGA,J41,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5075,3940.417,VDD_BBSM_0P8_CAP
BGA,J43,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5775,3940.417,VSS
BGA,J45,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6475,3940.417,WDOG_ANY
BGA,J47,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7175,3940.417,VSS
BGA,J49,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7875,3940.417,GPIO_IO00
BGA,J51,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8575,3940.417,GPIO_IO01
BGA,K2,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8575,3334.199,DRAM_WCK0_T_B
BGA,K4,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7875,3334.199,DRAM_WCK0_C_B
BGA,K6,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7175,3334.199,VSS
BGA,K8,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6475,3334.199,DRAM_DMI0_B
BGA,K10,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5775,3334.199,DRAM_DQ06_B
BGA,K12,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5075,3334.199,VDD_LVDS_1P8
BGA,K14,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4375,3334.199,VDD_ANA_1P8
BGA,K16,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-3675,3334.199,VSS
BGA,K18,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2975,3334.199,VSS
BGA,K20,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-2275,3334.199,VSS
BGA,K22,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-1575,3334.199,VSS
BGA,K24,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-875,3334.199,VSS
BGA,K26,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-175,3334.199,VSS
BGA,K28,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,525,3334.199,VSS
BGA,K30,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1225,3334.199,VSS
BGA,K32,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,1925,3334.199,VSS
BGA,K34,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,2625,3334.199,VDD_SOC
BGA,K36,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,3325,3334.199,VSS
BGA,K38,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4025,3334.199,VSS
BGA,K40,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,4725,3334.199,VSS
BGA,K42,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,5425,3334.199,VDD_ANA_1P8
BGA,K44,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6125,3334.199,FCCU_ERR0
BGA,K46,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,6825,3334.199,GPIO_IO04
BGA,K48,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,7525,3334.199,GPIO_IO02
BGA,K50,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8225,3334.199,VSS
BGA,K52,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,8925,3334.199,GPIO_IO03
BGA,L1,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8925,2727.981,DRAM_DQ13_B
BGA,L3,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-8225,2727.981,VSS
BGA,L5,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-7525,2727.981,VSS
BGA,L7,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6825,2727.981,DRAM_DQ04_B
BGA,L9,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-6125,2727.981,VSS
BGA,L11,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-5425,2727.981,DRAM_DQ07_B
BGA,L13,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4725,2727.981,VDD_ANA_1P8
BGA,L15,UNNAMED_BGA,UNNAMED_BGA,BGA_450_350,-4025,2727.981,VSS
